BusinessEntityID,CreditCardID,ModifiedDate
489,7527,30/06/2013 0:00:00
491,9458,31/07/2012 0:00:00
493,13917,01/07/2011 0:00:00
495,242,31/05/2011 0:00:00
497,14363,01/07/2011 0:00:00
501,17699,31/07/2013 0:00:00
503,8394,31/07/2012 0:00:00
505,3490,31/07/2012 0:00:00
507,12316,30/06/2013 0:00:00
509,6442,31/07/2012 0:00:00
511,319,01/08/2011 0:00:00
513,6920,30/08/2013 0:00:00
515,12857,31/07/2012 0:00:00
517,15232,31/05/2011 0:00:00
519,4524,01/08/2011 0:00:00
521,1359,01/07/2011 0:00:00
523,4789,01/10/2011 0:00:00
525,1803,31/07/2012 0:00:00
527,972,01/10/2011 0:00:00
531,16467,30/06/2013 0:00:00
533,1906,30/05/2012 0:00:00
535,15842,01/10/2011 0:00:00
537,17164,30/05/2013 0:00:00
539,1308,30/06/2012 0:00:00
541,3392,30/05/2013 0:00:00
543,17368,01/08/2011 0:00:00
545,8522,30/06/2012 0:00:00
547,6340,30/05/2012 0:00:00
549,16065,30/05/2013 0:00:00
551,19204,31/05/2011 0:00:00
553,15195,30/06/2013 0:00:00
555,15487,30/06/2012 0:00:00
557,4052,30/05/2012 0:00:00
559,2741,31/07/2012 0:00:00
561,3318,30/06/2012 0:00:00
563,11110,30/05/2013 0:00:00
565,17281,31/07/2013 0:00:00
567,18868,30/05/2012 0:00:00
569,16021,30/05/2012 0:00:00
573,14612,31/05/2011 0:00:00
577,4727,31/07/2013 0:00:00
579,15924,30/06/2013 0:00:00
581,17540,30/06/2013 0:00:00
583,3235,31/05/2011 0:00:00
585,5758,01/10/2011 0:00:00
587,13536,31/07/2013 0:00:00
589,18717,30/05/2012 0:00:00
591,1566,31/05/2011 0:00:00
595,12715,30/06/2013 0:00:00
597,17277,30/06/2012 0:00:00
599,10270,01/07/2011 0:00:00
601,17923,30/06/2012 0:00:00
603,553,30/06/2012 0:00:00
607,5577,01/07/2011 0:00:00
609,5514,30/09/2012 0:00:00
611,7829,01/08/2011 0:00:00
613,17308,30/05/2013 0:00:00
615,204,01/07/2011 0:00:00
617,2602,31/07/2013 0:00:00
619,6863,30/09/2012 0:00:00
621,15954,30/06/2012 0:00:00
623,10502,31/07/2013 0:00:00
625,11580,31/07/2013 0:00:00
627,5589,30/06/2012 0:00:00
629,3764,30/05/2013 0:00:00
631,13278,01/08/2011 0:00:00
633,13923,30/06/2012 0:00:00
635,2847,30/05/2013 0:00:00
637,2270,31/07/2012 0:00:00
639,2604,30/05/2012 0:00:00
641,5164,01/08/2011 0:00:00
643,18460,31/07/2013 0:00:00
647,4357,01/08/2011 0:00:00
649,5751,30/06/2012 0:00:00
651,4830,30/05/2013 0:00:00
653,7600,01/08/2011 0:00:00
655,16192,30/06/2013 0:00:00
657,6468,31/07/2012 0:00:00
659,9961,31/07/2013 0:00:00
661,13054,31/05/2011 0:00:00
663,17774,30/05/2012 0:00:00
665,16805,30/05/2013 0:00:00
667,778,01/08/2011 0:00:00
669,14842,30/05/2013 0:00:00
671,19154,01/08/2011 0:00:00
675,230,31/07/2013 0:00:00
681,12529,31/07/2013 0:00:00
683,14497,30/05/2012 0:00:00
685,14064,01/08/2011 0:00:00
687,8342,30/05/2013 0:00:00
689,15364,30/06/2013 0:00:00
691,1912,30/05/2012 0:00:00
693,17935,01/08/2011 0:00:00
695,18328,31/07/2013 0:00:00
697,5301,31/05/2011 0:00:00
699,10526,30/06/2012 0:00:00
701,15282,31/07/2012 0:00:00
703,7167,01/07/2011 0:00:00
705,11274,30/06/2013 0:00:00
707,7832,30/06/2013 0:00:00
709,14371,30/06/2012 0:00:00
713,16871,01/10/2011 0:00:00
715,12135,31/10/2011 0:00:00
717,16939,30/05/2013 0:00:00
719,18908,30/05/2013 0:00:00
721,5618,31/05/2011 0:00:00
723,18407,01/08/2011 0:00:00
725,17073,31/10/2011 0:00:00
727,18323,01/07/2011 0:00:00
729,14261,31/07/2013 0:00:00
731,12554,30/06/2012 0:00:00
733,15829,31/07/2012 0:00:00
735,1039,30/05/2013 0:00:00
737,18049,01/07/2011 0:00:00
739,17658,01/08/2011 0:00:00
741,18502,31/08/2011 0:00:00
743,10336,30/05/2012 0:00:00
745,3827,30/06/2012 0:00:00
751,17669,01/08/2011 0:00:00
753,7092,01/08/2011 0:00:00
757,10553,31/07/2013 0:00:00
759,11781,01/07/2011 0:00:00
761,3070,30/05/2012 0:00:00
763,7392,01/08/2011 0:00:00
765,15443,30/06/2012 0:00:00
767,923,30/05/2012 0:00:00
769,11046,30/05/2013 0:00:00
771,4931,30/05/2013 0:00:00
773,5824,31/07/2013 0:00:00
775,11080,31/07/2012 0:00:00
777,11201,30/04/2012 0:00:00
779,11745,01/07/2011 0:00:00
781,10064,30/06/2012 0:00:00
783,9628,31/07/2013 0:00:00
785,17544,31/07/2012 0:00:00
787,18496,01/08/2011 0:00:00
789,15090,01/07/2011 0:00:00
791,17902,30/05/2012 0:00:00
793,6452,01/07/2011 0:00:00
795,14546,30/06/2013 0:00:00
797,7597,31/07/2012 0:00:00
799,3047,01/08/2011 0:00:00
801,10783,31/07/2012 0:00:00
803,12214,01/08/2011 0:00:00
805,17062,01/08/2011 0:00:00
807,18231,30/06/2012 0:00:00
809,11622,30/06/2013 0:00:00
811,6065,01/08/2011 0:00:00
813,18875,01/08/2011 0:00:00
815,13468,01/07/2011 0:00:00
817,15882,01/07/2011 0:00:00
819,12399,31/05/2011 0:00:00
821,16523,30/09/2012 0:00:00
823,16023,31/07/2013 0:00:00
825,19078,01/08/2011 0:00:00
827,12698,01/08/2011 0:00:00
829,15616,30/06/2013 0:00:00
831,6126,01/07/2011 0:00:00
833,12648,30/06/2013 0:00:00
835,5346,30/10/2012 0:00:00
837,12015,30/06/2013 0:00:00
839,9043,01/10/2011 0:00:00
841,8015,29/01/2014 0:00:00
843,6235,30/10/2012 0:00:00
845,161,01/07/2011 0:00:00
847,6940,30/06/2012 0:00:00
849,7604,01/08/2011 0:00:00
851,1346,31/05/2011 0:00:00
853,8213,31/07/2013 0:00:00
855,11874,31/07/2013 0:00:00
857,19143,30/05/2013 0:00:00
859,18174,31/07/2013 0:00:00
861,10146,31/07/2012 0:00:00
863,18813,01/08/2011 0:00:00
867,16967,31/07/2013 0:00:00
869,11011,01/07/2011 0:00:00
871,3465,31/07/2012 0:00:00
873,12,30/05/2012 0:00:00
875,8579,30/05/2013 0:00:00
877,7146,01/08/2011 0:00:00
879,15538,31/05/2011 0:00:00
881,11555,01/08/2011 0:00:00
883,6675,01/07/2011 0:00:00
885,13480,31/07/2012 0:00:00
887,5099,30/05/2013 0:00:00
889,5995,30/09/2013 0:00:00
891,15319,30/06/2012 0:00:00
893,4511,01/05/2014 0:00:00
895,6955,01/08/2011 0:00:00
897,2759,01/10/2011 0:00:00
899,13246,01/07/2011 0:00:00
901,18591,31/07/2012 0:00:00
903,76,31/05/2011 0:00:00
905,17748,31/07/2013 0:00:00
907,5439,31/05/2011 0:00:00
909,14599,31/07/2013 0:00:00
911,3498,31/07/2012 0:00:00
913,11717,01/07/2011 0:00:00
915,15076,30/06/2012 0:00:00
919,10919,31/12/2012 0:00:00
921,8965,30/08/2013 0:00:00
923,15586,01/12/2011 0:00:00
925,17132,01/08/2011 0:00:00
927,782,31/07/2012 0:00:00
929,11441,30/05/2012 0:00:00
931,14562,30/05/2012 0:00:00
933,19181,01/07/2011 0:00:00
935,15798,01/07/2011 0:00:00
937,10915,31/07/2012 0:00:00
939,706,30/05/2013 0:00:00
941,4662,30/06/2013 0:00:00
943,5710,30/05/2012 0:00:00
945,9386,30/06/2013 0:00:00
947,1699,30/06/2012 0:00:00
949,16754,31/07/2012 0:00:00
951,8850,30/05/2012 0:00:00
953,5868,30/05/2012 0:00:00
957,14803,30/06/2012 0:00:00
959,6191,01/10/2011 0:00:00
961,451,30/06/2012 0:00:00
963,11815,01/07/2011 0:00:00
965,5609,31/10/2011 0:00:00
969,18316,01/07/2011 0:00:00
971,15711,30/06/2013 0:00:00
973,4835,01/07/2011 0:00:00
975,16976,30/06/2012 0:00:00
977,10100,31/07/2012 0:00:00
979,12102,01/07/2011 0:00:00
981,8672,30/05/2012 0:00:00
983,18930,31/07/2013 0:00:00
985,10662,30/06/2012 0:00:00
987,7667,30/06/2012 0:00:00
989,12582,31/07/2013 0:00:00
991,2780,30/06/2012 0:00:00
993,17978,31/07/2013 0:00:00
995,3367,30/08/2013 0:00:00
997,8552,01/08/2011 0:00:00
999,15432,31/07/2013 0:00:00
1001,8217,30/05/2012 0:00:00
1003,5347,31/07/2013 0:00:00
1009,13366,01/07/2011 0:00:00
1011,15682,31/10/2011 0:00:00
1013,14140,31/07/2012 0:00:00
1015,7845,01/08/2011 0:00:00
1017,18153,31/05/2011 0:00:00
1019,6291,31/07/2013 0:00:00
1021,12279,01/07/2011 0:00:00
1023,2274,30/06/2013 0:00:00
1025,17324,31/07/2012 0:00:00
1027,10004,30/06/2012 0:00:00
1029,13694,30/06/2013 0:00:00
1031,14559,01/07/2011 0:00:00
1033,6881,30/06/2012 0:00:00
1035,8399,30/05/2013 0:00:00
1037,9314,31/07/2013 0:00:00
1039,18097,31/07/2012 0:00:00
1041,6535,31/07/2013 0:00:00
1043,14030,31/05/2011 0:00:00
1045,16281,31/05/2011 0:00:00
1047,13699,30/08/2012 0:00:00
1049,11886,31/05/2011 0:00:00
1051,6183,30/06/2012 0:00:00
1053,12371,30/05/2013 0:00:00
1055,16905,01/07/2011 0:00:00
1059,7719,01/05/2014 0:00:00
1061,18495,31/07/2012 0:00:00
1063,4432,31/07/2012 0:00:00
1065,18418,01/08/2011 0:00:00
1067,6083,30/06/2012 0:00:00
1069,17621,30/06/2012 0:00:00
1071,11888,30/05/2013 0:00:00
1073,12030,31/07/2012 0:00:00
1075,14790,31/07/2013 0:00:00
1077,8482,31/07/2013 0:00:00
1079,14234,31/07/2013 0:00:00
1081,11056,01/08/2011 0:00:00
1083,13939,31/07/2013 0:00:00
1085,1417,31/05/2011 0:00:00
1087,12299,30/06/2013 0:00:00
1089,10234,01/07/2011 0:00:00
1091,4443,31/07/2012 0:00:00
1093,18493,30/06/2013 0:00:00
1095,1402,31/05/2011 0:00:00
1099,7001,30/05/2013 0:00:00
1101,5279,30/06/2012 0:00:00
1105,8479,30/10/2012 0:00:00
1107,12177,01/07/2011 0:00:00
1109,7089,31/07/2013 0:00:00
1111,8043,01/07/2011 0:00:00
1113,9617,31/07/2012 0:00:00
1115,18675,30/06/2012 0:00:00
1117,6646,01/12/2011 0:00:00
1119,5651,29/01/2012 0:00:00
1121,59,30/06/2013 0:00:00
1125,16665,01/07/2011 0:00:00
1127,10520,30/08/2012 0:00:00
1129,7831,30/06/2013 0:00:00
1131,10899,31/07/2012 0:00:00
1133,11840,01/07/2011 0:00:00
1135,8991,01/07/2011 0:00:00
1137,11679,30/05/2012 0:00:00
1139,4218,30/06/2013 0:00:00
1141,19174,30/06/2012 0:00:00
1143,14219,01/05/2014 0:00:00
1145,17174,30/05/2013 0:00:00
1147,8882,01/08/2011 0:00:00
1149,5102,31/07/2012 0:00:00
1151,18419,30/05/2013 0:00:00
1153,11744,30/05/2012 0:00:00
1155,15771,30/06/2012 0:00:00
1157,5434,31/07/2013 0:00:00
1159,10909,31/07/2013 0:00:00
1161,11984,30/05/2012 0:00:00
1163,8663,01/07/2011 0:00:00
1165,9212,31/07/2013 0:00:00
1167,12808,31/07/2012 0:00:00
1169,18707,01/08/2011 0:00:00
1171,2668,28/01/2013 0:00:00
1173,2470,01/07/2011 0:00:00
1175,9540,31/08/2011 0:00:00
1177,3586,31/07/2013 0:00:00
1181,2364,01/07/2011 0:00:00
1183,5093,31/05/2011 0:00:00
1185,13693,31/05/2011 0:00:00
1187,5215,31/07/2012 0:00:00
1191,11072,01/07/2011 0:00:00
1195,5424,30/05/2013 0:00:00
1197,9949,30/05/2013 0:00:00
1199,3815,30/06/2012 0:00:00
1201,10191,30/06/2012 0:00:00
1203,11215,01/08/2011 0:00:00
1205,806,31/05/2011 0:00:00
1209,12107,30/06/2013 0:00:00
1211,18428,30/10/2012 0:00:00
1213,9973,01/07/2011 0:00:00
1215,1553,31/07/2012 0:00:00
1217,16978,31/07/2012 0:00:00
1219,15927,30/06/2012 0:00:00
1223,18480,01/07/2011 0:00:00
1227,7475,01/07/2011 0:00:00
1229,8,30/06/2013 0:00:00
1231,1318,30/06/2013 0:00:00
1233,13779,30/05/2012 0:00:00
1235,14606,30/06/2012 0:00:00
1237,4552,30/06/2013 0:00:00
1239,267,31/05/2011 0:00:00
1241,5754,30/06/2012 0:00:00
1243,16253,01/08/2011 0:00:00
1245,16654,31/10/2011 0:00:00
1247,686,31/07/2013 0:00:00
1249,55,31/07/2013 0:00:00
1251,15105,30/06/2013 0:00:00
1253,13064,30/06/2012 0:00:00
1255,19043,30/05/2012 0:00:00
1257,5220,01/08/2011 0:00:00
1259,8091,31/07/2013 0:00:00
1261,12228,30/06/2013 0:00:00
1265,2504,30/06/2012 0:00:00
1269,5343,01/07/2011 0:00:00
1271,4272,30/06/2013 0:00:00
1273,13784,31/07/2012 0:00:00
1275,6280,30/06/2013 0:00:00
1277,10623,31/07/2012 0:00:00
1279,15648,01/10/2011 0:00:00
1281,8219,31/07/2013 0:00:00
1283,7764,31/07/2013 0:00:00
1285,9054,31/07/2013 0:00:00
1287,18047,30/10/2012 0:00:00
1289,5570,30/06/2012 0:00:00
1291,1298,30/06/2013 0:00:00
1293,5661,30/05/2012 0:00:00
1295,12933,01/08/2011 0:00:00
1297,3015,31/07/2013 0:00:00
1299,15144,30/06/2013 0:00:00
1301,14487,30/05/2013 0:00:00
1303,13035,30/06/2013 0:00:00
1305,17455,31/07/2013 0:00:00
1307,8033,01/08/2011 0:00:00
1309,6777,01/07/2011 0:00:00
1311,14454,01/07/2011 0:00:00
1315,7380,30/06/2012 0:00:00
1317,953,31/07/2013 0:00:00
1319,6981,30/06/2012 0:00:00
1321,5110,01/08/2011 0:00:00
1323,11814,31/07/2012 0:00:00
1325,2436,30/06/2012 0:00:00
1327,18364,30/06/2012 0:00:00
1329,15483,31/07/2012 0:00:00
1331,13712,01/07/2011 0:00:00
1333,5668,31/07/2012 0:00:00
1335,371,31/07/2012 0:00:00
1337,10163,31/05/2011 0:00:00
1339,4851,31/07/2012 0:00:00
1341,7182,31/07/2013 0:00:00
1343,3274,01/07/2011 0:00:00
1345,17036,31/07/2012 0:00:00
1349,8103,01/07/2011 0:00:00
1351,15735,31/07/2013 0:00:00
1353,9277,31/07/2013 0:00:00
1355,3788,01/08/2011 0:00:00
1357,19011,01/08/2011 0:00:00
1361,13420,01/07/2011 0:00:00
1363,7454,01/08/2011 0:00:00
1365,14535,30/05/2013 0:00:00
1367,15138,31/07/2012 0:00:00
1369,15018,31/07/2013 0:00:00
1371,15875,31/08/2011 0:00:00
1373,10370,31/05/2011 0:00:00
1375,14542,31/07/2012 0:00:00
1377,1866,31/07/2012 0:00:00
1379,1260,30/06/2013 0:00:00
1381,13088,31/12/2013 0:00:00
1383,8719,30/06/2013 0:00:00
1385,16132,31/07/2012 0:00:00
1387,15784,30/05/2012 0:00:00
1391,16704,31/10/2011 0:00:00
1393,15555,30/06/2012 0:00:00
1395,8235,30/06/2013 0:00:00
1397,3157,30/06/2012 0:00:00
1399,12198,30/06/2012 0:00:00
1403,7898,30/05/2013 0:00:00
1405,9855,01/07/2011 0:00:00
1407,5033,30/09/2012 0:00:00
1409,2687,30/06/2012 0:00:00
1411,10453,30/09/2012 0:00:00
1413,7176,31/05/2011 0:00:00
1415,16439,30/06/2012 0:00:00
1417,10456,31/05/2011 0:00:00
1419,4871,30/06/2013 0:00:00
1421,10395,30/06/2012 0:00:00
1423,15977,30/06/2012 0:00:00
1425,14895,31/07/2012 0:00:00
1427,3600,30/05/2012 0:00:00
1429,6156,30/05/2012 0:00:00
1431,18946,30/08/2013 0:00:00
1433,106,30/06/2013 0:00:00
1435,15448,01/08/2011 0:00:00
1437,4842,01/07/2011 0:00:00
1439,17341,30/06/2013 0:00:00
1441,10139,31/07/2013 0:00:00
1443,14153,31/07/2012 0:00:00
1447,18744,30/04/2013 0:00:00
1449,5690,30/06/2012 0:00:00
1453,18831,01/10/2011 0:00:00
1455,4459,01/10/2011 0:00:00
1457,11652,01/10/2011 0:00:00
1459,7347,31/10/2011 0:00:00
1461,17185,30/06/2013 0:00:00
1463,1642,30/06/2013 0:00:00
1465,7029,30/09/2012 0:00:00
1467,3904,30/06/2012 0:00:00
1469,17239,30/05/2012 0:00:00
1471,12550,31/07/2012 0:00:00
1473,6536,31/07/2013 0:00:00
1475,14152,30/06/2013 0:00:00
1477,18386,01/10/2011 0:00:00
1479,3453,30/06/2012 0:00:00
1481,7672,30/06/2013 0:00:00
1483,6295,31/07/2013 0:00:00
1485,2082,30/06/2012 0:00:00
1489,17982,31/07/2013 0:00:00
1699,16578,31/07/2013 0:00:00
1700,15455,05/05/2014 0:00:00
1701,3243,06/03/2012 0:00:00
1702,1133,26/09/2011 0:00:00
1703,1188,17/03/2012 0:00:00
1704,2853,14/01/2012 0:00:00
1705,7649,27/09/2013 0:00:00
1706,6018,15/06/2014 0:00:00
1707,11094,11/07/2013 0:00:00
1708,4739,01/01/2014 0:00:00
1709,1994,17/04/2014 0:00:00
1710,1643,11/07/2012 0:00:00
1711,1934,09/02/2014 0:00:00
1712,7916,02/08/2012 0:00:00
1713,18844,28/11/2013 0:00:00
1714,10306,18/06/2014 0:00:00
1715,1433,07/12/2013 0:00:00
1716,1016,01/05/2014 0:00:00
1717,11004,02/03/2014 0:00:00
1718,9627,23/03/2014 0:00:00
1719,9055,15/03/2012 0:00:00
1720,2236,09/07/2012 0:00:00
1721,13828,10/09/2013 0:00:00
1722,18395,08/04/2013 0:00:00
1723,17144,08/12/2013 0:00:00
1724,9954,01/09/2012 0:00:00
1725,4694,26/12/2013 0:00:00
1726,6476,06/01/2014 0:00:00
1727,15706,23/11/2013 0:00:00
1728,17100,23/12/2013 0:00:00
1729,18632,16/01/2013 0:00:00
1730,17334,28/02/2012 0:00:00
1731,17851,31/05/2014 0:00:00
1732,10732,21/12/2011 0:00:00
1733,2352,31/08/2013 0:00:00
1734,12836,18/02/2014 0:00:00
1735,4285,15/06/2012 0:00:00
1736,3767,03/05/2013 0:00:00
1737,847,31/08/2013 0:00:00
1738,3571,06/09/2013 0:00:00
1739,92,11/02/2014 0:00:00
1740,18914,08/12/2012 0:00:00
1741,15389,31/01/2014 0:00:00
1742,5233,17/02/2014 0:00:00
1743,1405,21/07/2013 0:00:00
1744,15322,28/03/2014 0:00:00
1745,3396,30/08/2011 0:00:00
1746,749,27/03/2013 0:00:00
1747,11533,14/12/2013 0:00:00
1748,5229,20/05/2014 0:00:00
1749,8309,10/07/2013 0:00:00
1750,2583,06/05/2013 0:00:00
1751,3819,20/03/2014 0:00:00
1752,8584,23/02/2014 0:00:00
1753,7245,20/03/2014 0:00:00
1754,17325,02/09/2013 0:00:00
1755,9850,27/05/2012 0:00:00
1756,18892,25/07/2012 0:00:00
1757,15055,07/12/2012 0:00:00
1758,14908,26/11/2013 0:00:00
1759,9669,14/11/2013 0:00:00
1760,13682,05/07/2013 0:00:00
1761,16311,28/01/2014 0:00:00
1762,3868,20/12/2013 0:00:00
1763,7563,27/01/2014 0:00:00
1764,18984,15/05/2014 0:00:00
1765,2457,30/10/2013 0:00:00
1766,2911,25/04/2014 0:00:00
1767,9143,02/05/2014 0:00:00
1768,8711,03/08/2012 0:00:00
1769,16746,16/09/2011 0:00:00
1770,10049,24/10/2011 0:00:00
1771,9675,14/05/2014 0:00:00
1772,483,01/11/2013 0:00:00
1773,6545,27/11/2013 0:00:00
1774,17398,26/10/2012 0:00:00
1775,7173,15/04/2014 0:00:00
1776,5363,03/05/2013 0:00:00
1777,1488,13/07/2013 0:00:00
1778,14282,21/09/2013 0:00:00
1779,8017,05/01/2014 0:00:00
1780,17136,20/05/2013 0:00:00
1781,9580,23/05/2014 0:00:00
1782,4183,12/03/2013 0:00:00
1783,13094,13/06/2014 0:00:00
1784,15584,21/02/2012 0:00:00
1795,18037,30/06/2012 0:00:00
1797,5089,31/07/2012 0:00:00
1801,17263,30/06/2012 0:00:00
1803,15453,31/07/2013 0:00:00
1805,11599,31/12/2012 0:00:00
1807,10713,31/07/2013 0:00:00
1809,895,31/07/2013 0:00:00
1811,2058,30/06/2013 0:00:00
1813,5065,30/06/2013 0:00:00
1815,6546,31/07/2012 0:00:00
1817,13951,31/07/2013 0:00:00
1821,18656,30/05/2012 0:00:00
1823,2666,31/12/2012 0:00:00
1825,8784,30/05/2012 0:00:00
1827,10628,01/07/2011 0:00:00
1829,13971,31/07/2012 0:00:00
1831,18354,30/06/2012 0:00:00
1833,2658,30/06/2012 0:00:00
1835,9506,31/07/2012 0:00:00
1837,4626,30/09/2012 0:00:00
1839,14928,30/05/2012 0:00:00
1841,4304,31/07/2012 0:00:00
1843,1651,31/07/2012 0:00:00
1845,18825,30/05/2013 0:00:00
1849,13349,31/05/2011 0:00:00
1851,1446,31/07/2013 0:00:00
1855,14226,30/06/2013 0:00:00
1857,14975,30/06/2012 0:00:00
1859,1896,01/07/2011 0:00:00
1861,1324,30/05/2012 0:00:00
1863,3088,01/10/2011 0:00:00
1865,14595,30/06/2013 0:00:00
1867,15155,30/06/2012 0:00:00
1869,2318,30/06/2013 0:00:00
1871,9141,30/06/2013 0:00:00
1873,1444,30/06/2013 0:00:00
1875,11685,30/04/2012 0:00:00
1877,1862,30/05/2012 0:00:00
1879,2880,31/07/2013 0:00:00
1881,3980,31/05/2011 0:00:00
1883,7079,01/08/2011 0:00:00
1885,5666,31/07/2013 0:00:00
1887,15177,30/05/2013 0:00:00
1889,17491,31/07/2013 0:00:00
1891,10343,31/07/2013 0:00:00
1893,5804,30/06/2013 0:00:00
1895,18260,01/07/2011 0:00:00
1897,2571,30/05/2012 0:00:00
1899,4941,01/07/2011 0:00:00
1901,9959,30/06/2012 0:00:00
1903,1772,30/06/2013 0:00:00
1905,206,30/10/2013 0:00:00
1909,8263,31/07/2013 0:00:00
1911,10928,30/10/2013 0:00:00
1913,10305,31/07/2013 0:00:00
1915,3653,31/07/2012 0:00:00
1917,2519,31/05/2011 0:00:00
1923,12671,30/06/2012 0:00:00
1925,10156,30/06/2013 0:00:00
1927,11119,31/07/2013 0:00:00
1929,17915,01/08/2011 0:00:00
1931,4385,31/07/2013 0:00:00
1933,7126,01/08/2011 0:00:00
1935,6005,01/07/2011 0:00:00
1937,5467,31/07/2013 0:00:00
1939,11050,30/06/2013 0:00:00
1943,3059,30/06/2012 0:00:00
1945,13104,01/07/2011 0:00:00
1947,10,31/08/2011 0:00:00
1949,11179,31/07/2013 0:00:00
1951,4260,30/05/2012 0:00:00
1953,12779,30/04/2013 0:00:00
1955,3368,01/07/2011 0:00:00
1957,4855,30/06/2013 0:00:00
1959,4834,30/10/2012 0:00:00
1961,336,30/06/2012 0:00:00
1963,10422,30/05/2012 0:00:00
1965,14468,31/07/2012 0:00:00
1967,7160,01/08/2011 0:00:00
1969,6386,01/07/2011 0:00:00
1971,8292,30/06/2012 0:00:00
1975,17645,30/05/2012 0:00:00
1977,14133,31/07/2012 0:00:00
1979,569,01/07/2011 0:00:00
1981,9635,30/06/2012 0:00:00
1983,11645,31/07/2012 0:00:00
1985,12746,30/05/2012 0:00:00
1987,18911,30/06/2012 0:00:00
1989,11416,30/05/2013 0:00:00
1991,4623,01/07/2011 0:00:00
1993,16569,31/07/2012 0:00:00
2380,6791,28/06/2014 0:00:00
2381,13962,20/04/2014 0:00:00
2382,5196,11/02/2014 0:00:00
2383,1657,05/01/2014 0:00:00
2384,2391,21/01/2013 0:00:00
2385,10676,15/02/2014 0:00:00
2386,6465,14/05/2014 0:00:00
2387,759,13/10/2011 0:00:00
2388,14128,20/01/2013 0:00:00
2389,18606,04/09/2013 0:00:00
2390,12157,17/11/2012 0:00:00
2391,17735,20/04/2012 0:00:00
2392,3924,01/04/2013 0:00:00
2393,11415,16/12/2011 0:00:00
2394,175,20/07/2012 0:00:00
2395,9529,13/05/2013 0:00:00
2396,3824,20/08/2013 0:00:00
2397,12128,06/10/2013 0:00:00
2398,12978,17/07/2012 0:00:00
2399,5857,27/11/2011 0:00:00
2400,18171,05/12/2013 0:00:00
2401,3316,15/05/2014 0:00:00
2402,17464,26/03/2012 0:00:00
2403,17903,19/05/2013 0:00:00
2404,528,12/07/2012 0:00:00
2405,730,05/06/2014 0:00:00
2406,9249,12/11/2013 0:00:00
2407,7601,22/05/2014 0:00:00
2408,2902,18/09/2013 0:00:00
2409,16032,21/07/2011 0:00:00
2410,11144,28/12/2011 0:00:00
2411,2529,04/06/2014 0:00:00
2412,8590,31/07/2013 0:00:00
