CurrencyKey,DateKey,AverageRate,EndOfDayRate,Date
3,20110713,"1,001","1,001",13.07.2011 0:00:00
3,20110714,"1,0","1,0",14.07.2011 0:00:00
3,20110715,"1,0","0,999",15.07.2011 0:00:00
3,20110716,"1,0","1,0",16.07.2011 0:00:00
3,20110717,"1,0","1,0",17.07.2011 0:00:00
3,20110718,"1,001","1,001",18.07.2011 0:00:00
3,20110719,"1,001","1,0",19.07.2011 0:00:00
3,20110720,"1,001","1,001",20.07.2011 0:00:00
3,20110721,"1,0","0,999",21.07.2011 0:00:00
3,20110722,"1,0","1,001",22.07.2011 0:00:00
3,20110723,"1,0","1,0",23.07.2011 0:00:00
3,20110724,"1,0","1,001",24.07.2011 0:00:00
3,20110725,"1,0","1,0",25.07.2011 0:00:00
3,20110726,"1,0","1,0",26.07.2011 0:00:00
3,20110727,"1,0","0,999",27.07.2011 0:00:00
3,20110728,"1,0","1,001",28.07.2011 0:00:00
3,20110729,"1,0","1,0",29.07.2011 0:00:00
3,20110730,"1,0","1,001",30.07.2011 0:00:00
3,20110731,"1,0","1,0",31.07.2011 0:00:00
3,20110801,"1,001","1,001",01.08.2011 0:00:00
3,20110802,"1,001","1,0",02.08.2011 0:00:00
3,20110803,"1,001","1,001",03.08.2011 0:00:00
3,20110804,"1,001","1,0",04.08.2011 0:00:00
3,20110805,"1,0","1,001",05.08.2011 0:00:00
3,20110806,"1,0","0,999",06.08.2011 0:00:00
3,20110807,"1,0","1,0",07.08.2011 0:00:00
3,20110808,"1,001","1,0",08.08.2011 0:00:00
3,20110809,"1,001","1,001",09.08.2011 0:00:00
3,20110810,"1,001","1,0",10.08.2011 0:00:00
3,20110811,"1,0","1,001",11.08.2011 0:00:00
3,20110812,"1,0","1,0",12.08.2011 0:00:00
3,20110813,"1,0","1,001",13.08.2011 0:00:00
3,20110814,"1,0","1,0",14.08.2011 0:00:00
3,20110815,"1,001","1,001",15.08.2011 0:00:00
3,20110816,"1,001","1,0",16.08.2011 0:00:00
3,20110817,"1,0","1,001",17.08.2011 0:00:00
3,20110818,"1,0","1,0",18.08.2011 0:00:00
3,20110819,"1,0","1,0",19.08.2011 0:00:00
3,20110820,"1,0","0,999",20.08.2011 0:00:00
3,20110821,"1,0","1,001",21.08.2011 0:00:00
3,20110822,"1,001","1,0",22.08.2011 0:00:00
3,20110823,"1,001","1,001",23.08.2011 0:00:00
3,20110824,"1,001","1,0",24.08.2011 0:00:00
3,20110825,"1,0","1,001",25.08.2011 0:00:00
3,20110826,"1,0","1,0",26.08.2011 0:00:00
3,20110827,"1,0","1,001",27.08.2011 0:00:00
3,20110828,"1,0","1,0",28.08.2011 0:00:00
3,20110829,"1,001","1,001",29.08.2011 0:00:00
3,20110830,"1,001","1,0",30.08.2011 0:00:00
3,20110831,"1,001","1,001",31.08.2011 0:00:00
3,20110901,"1,0","1,0",01.09.2011 0:00:00
3,20110902,"1,0","1,001",02.09.2011 0:00:00
3,20110903,"1,0","1,0",03.09.2011 0:00:00
3,20110904,"1,0","1,001",04.09.2011 0:00:00
3,20110905,"1,001","1,0",05.09.2011 0:00:00
3,20110906,"1,001","1,002",06.09.2011 0:00:00
3,20110907,"1,001","1,0",07.09.2011 0:00:00
3,20110908,"1,0","1,001",08.09.2011 0:00:00
3,20110909,"1,0","1,0",09.09.2011 0:00:00
3,20110910,"1,0","1,0",10.09.2011 0:00:00
3,20110911,"1,0","1,0",11.09.2011 0:00:00
3,20110912,"1,001","1,001",12.09.2011 0:00:00
3,20110913,"1,001","1,0",13.09.2011 0:00:00
3,20110914,"1,001","1,001",14.09.2011 0:00:00
3,20110915,"1,0","1,0",15.09.2011 0:00:00
3,20110916,"1,0","1,001",16.09.2011 0:00:00
3,20110917,"1,0","1,0",17.09.2011 0:00:00
3,20110918,"1,0","1,001",18.09.2011 0:00:00
3,20110919,"1,001","1,0",19.09.2011 0:00:00
3,20110920,"1,001","1,001",20.09.2011 0:00:00
3,20110921,"1,001","1,0",21.09.2011 0:00:00
3,20110922,"1,0","1,001",22.09.2011 0:00:00
3,20110923,"1,0","1,0",23.09.2011 0:00:00
3,20110924,"1,0","1,001",24.09.2011 0:00:00
3,20110925,"1,0","1,0",25.09.2011 0:00:00
3,20110926,"1,001","1,001",26.09.2011 0:00:00
3,20110927,"1,001","1,0",27.09.2011 0:00:00
3,20110928,"1,001","1,001",28.09.2011 0:00:00
3,20110929,"1,0","1,0",29.09.2011 0:00:00
3,20110930,"1,0","1,0",30.09.2011 0:00:00
3,20111001,"1,0","0,999",01.10.2011 0:00:00
3,20111002,"1,0","1,0",02.10.2011 0:00:00
3,20111003,"1,001","1,0",03.10.2011 0:00:00
3,20111004,"1,001","1,001",04.10.2011 0:00:00
3,20111005,"1,001","1,0",05.10.2011 0:00:00
3,20111006,"1,001","1,001",06.10.2011 0:00:00
3,20111007,"1,0","1,0",07.10.2011 0:00:00
3,20111008,"1,0","1,001",08.10.2011 0:00:00
3,20111009,"1,0","1,0",09.10.2011 0:00:00
3,20111010,"1,001","1,001",10.10.2011 0:00:00
3,20111011,"1,001","1,0",11.10.2011 0:00:00
3,20111012,"1,001","1,001",12.10.2011 0:00:00
3,20111013,"1,0","1,0",13.10.2011 0:00:00
3,20111014,"1,0","1,001",14.10.2011 0:00:00
3,20111015,"1,0","1,0",15.10.2011 0:00:00
3,20111016,"1,0","1,001",16.10.2011 0:00:00
3,20111017,"1,001","1,001",17.10.2011 0:00:00
3,20111018,"1,001","1,001",18.10.2011 0:00:00
3,20111019,"1,001","1,001",19.10.2011 0:00:00
3,20111020,"1,0","1,0",20.10.2011 0:00:00
3,20111021,"1,0","1,0",21.10.2011 0:00:00
3,20111022,"1,0","1,001",22.10.2011 0:00:00
3,20111023,"1,0","1,0",23.10.2011 0:00:00
3,20111024,"1,001","1,001",24.10.2011 0:00:00
3,20111025,"1,001","1,0",25.10.2011 0:00:00
3,20111026,"1,001","1,001",26.10.2011 0:00:00
3,20111027,"1,0","1,0",27.10.2011 0:00:00
3,20111028,"1,0","1,0",28.10.2011 0:00:00
3,20111029,"1,0","0,999",29.10.2011 0:00:00
3,20111030,"1,0","1,001",30.10.2011 0:00:00
3,20111031,"1,001","1,001",31.10.2011 0:00:00
3,20111101,"1,001","1,001",01.11.2011 0:00:00
3,20111102,"1,001","1,0",02.11.2011 0:00:00
3,20111103,"1,0","1,001",03.11.2011 0:00:00
3,20111104,"1,0","1,0",04.11.2011 0:00:00
3,20111105,"1,0","1,0",05.11.2011 0:00:00
3,20111106,"1,0","1,0",06.11.2011 0:00:00
3,20111107,"1,001","1,001",07.11.2011 0:00:00
3,20111108,"1,001","1,0",08.11.2011 0:00:00
3,20111109,"1,001","1,001",09.11.2011 0:00:00
3,20111110,"1,0","1,0",10.11.2011 0:00:00
3,20111111,"1,0","1,001",11.11.2011 0:00:00
3,20111112,"1,0","1,0",12.11.2011 0:00:00
3,20111113,"1,0","1,001",13.11.2011 0:00:00
3,20111114,"1,0","1,0",14.11.2011 0:00:00
3,20111115,"1,0","1,0",15.11.2011 0:00:00
3,20111116,"1,0","1,0",16.11.2011 0:00:00
3,20111117,"1,0","1,0",17.11.2011 0:00:00
3,20111118,"1,0","1,0",18.11.2011 0:00:00
3,20111119,"1,0","1,001",19.11.2011 0:00:00
3,20111120,"1,0","1,0",20.11.2011 0:00:00
3,20111121,"1,001","1,001",21.11.2011 0:00:00
3,20111122,"1,001","1,001",22.11.2011 0:00:00
3,20111123,"1,001","1,001",23.11.2011 0:00:00
3,20111124,"1,0","1,0",24.11.2011 0:00:00
3,20111125,"1,0","1,001",25.11.2011 0:00:00
3,20111126,"1,0","1,0",26.11.2011 0:00:00
3,20111127,"1,0","1,001",27.11.2011 0:00:00
3,20111128,"1,001","1,0",28.11.2011 0:00:00
3,20111129,"1,001","1,002",29.11.2011 0:00:00
3,20111130,"1,001","1,0",30.11.2011 0:00:00
3,20111201,"1,001","1,002",01.12.2011 0:00:00
3,20111202,"1,0","0,999",02.12.2011 0:00:00
3,20111203,"1,0","1,0",03.12.2011 0:00:00
3,20111204,"1,0","0,999",04.12.2011 0:00:00
3,20111205,"1,001","1,001",05.12.2011 0:00:00
3,20111206,"1,001","1,0",06.12.2011 0:00:00
3,20111207,"1,001","1,001",07.12.2011 0:00:00
3,20111208,"1,0","1,0",08.12.2011 0:00:00
3,20111209,"1,0","1,001",09.12.2011 0:00:00
3,20111210,"1,0","1,0",10.12.2011 0:00:00
3,20111211,"1,0","1,0",11.12.2011 0:00:00
3,20111212,"1,001","1,001",12.12.2011 0:00:00
3,20111213,"1,001","1,001",13.12.2011 0:00:00
3,20111214,"1,001","1,001",14.12.2011 0:00:00
3,20111215,"1,0","1,001",15.12.2011 0:00:00
3,20111216,"1,0","0,999",16.12.2011 0:00:00
3,20111217,"1,0","1,0",17.12.2011 0:00:00
3,20111218,"1,0","1,0",18.12.2011 0:00:00
3,20111219,"1,001","1,002",19.12.2011 0:00:00
3,20111220,"1,001","1,001",20.12.2011 0:00:00
3,20111221,"1,001","1,001",21.12.2011 0:00:00
3,20111222,"1,001","1,0",22.12.2011 0:00:00
3,20111223,"1,0","1,001",23.12.2011 0:00:00
3,20111224,"1,0","1,0",24.12.2011 0:00:00
3,20111225,"1,0","1,001",25.12.2011 0:00:00
3,20111226,"1,001","1,0",26.12.2011 0:00:00
3,20111227,"1,001","1,002",27.12.2011 0:00:00
3,20111228,"1,001","1,001",28.12.2011 0:00:00
3,20111229,"1,0","1,001",29.12.2011 0:00:00
3,20111230,"1,0","1,0",30.12.2011 0:00:00
3,20111231,"1,0","1,001",31.12.2011 0:00:00
3,20120101,"1,0","1,0",01.01.2012 0:00:00
3,20120102,"1,001","1,001",02.01.2012 0:00:00
3,20120103,"1,001","1,0",03.01.2012 0:00:00
3,20120104,"1,001","1,001",04.01.2012 0:00:00
3,20120105,"1,0","1,0",05.01.2012 0:00:00
3,20120106,"1,0","1,001",06.01.2012 0:00:00
3,20120107,"1,0","1,0",07.01.2012 0:00:00
3,20120108,"1,001","1,002",08.01.2012 0:00:00
3,20120109,"1,001","1,001",09.01.2012 0:00:00
3,20120110,"1,001","1,002",10.01.2012 0:00:00
3,20120111,"1,001","1,001",11.01.2012 0:00:00
3,20120112,"1,0","1,001",12.01.2012 0:00:00
3,20120113,"1,0","1,0",13.01.2012 0:00:00
3,20120114,"1,0","1,001",14.01.2012 0:00:00
3,20120115,"1,0","1,0",15.01.2012 0:00:00
3,20120116,"1,001","1,001",16.01.2012 0:00:00
3,20120117,"1,001","1,0",17.01.2012 0:00:00
3,20120118,"1,001","1,001",18.01.2012 0:00:00
3,20120119,"1,0","1,0",19.01.2012 0:00:00
3,20120120,"1,0","1,0",20.01.2012 0:00:00
3,20120121,"1,0","1,0",21.01.2012 0:00:00
3,20120122,"1,0","1,001",22.01.2012 0:00:00
3,20120123,"1,0","1,0",23.01.2012 0:00:00
3,20120124,"1,0","1,001",24.01.2012 0:00:00
3,20120125,"1,0","1,0",25.01.2012 0:00:00
3,20120126,"1,0","1,001",26.01.2012 0:00:00
3,20120127,"1,0","1,0",27.01.2012 0:00:00
3,20120128,"1,0","1,001",28.01.2012 0:00:00
3,20120129,"1,0","1,0",29.01.2012 0:00:00
3,20120130,"1,001","1,002",30.01.2012 0:00:00
3,20120131,"1,001","1,001",31.01.2012 0:00:00
3,20120201,"1,001","1,001",01.02.2012 0:00:00
3,20120202,"1,0","1,0",02.02.2012 0:00:00
3,20120203,"1,0","1,001",03.02.2012 0:00:00
3,20120204,"1,0","1,0",04.02.2012 0:00:00
3,20120205,"1,0","1,001",05.02.2012 0:00:00
3,20120206,"1,001","1,001",06.02.2012 0:00:00
3,20120207,"1,001","1,002",07.02.2012 0:00:00
3,20120208,"1,001","1,0",08.02.2012 0:00:00
3,20120209,"1,001","1,002",09.02.2012 0:00:00
3,20120210,"1,0","1,0",10.02.2012 0:00:00
3,20120211,"1,0","1,001",11.02.2012 0:00:00
3,20120212,"1,002","1,002",12.02.2012 0:00:00
3,20120213,"1,002","1,003",13.02.2012 0:00:00
3,20120214,"1,002","1,001",14.02.2012 0:00:00
3,20120215,"1,002","1,002",15.02.2012 0:00:00
3,20120216,"1,002","1,001",16.02.2012 0:00:00
3,20120217,"1,0","1,001",17.02.2012 0:00:00
3,20120218,"1,0","1,0",18.02.2012 0:00:00
3,20120219,"1,0","1,001",19.02.2012 0:00:00
3,20120220,"1,001","1,0",20.02.2012 0:00:00
3,20120221,"1,001","1,001",21.02.2012 0:00:00
3,20120222,"1,001","1,001",22.02.2012 0:00:00
3,20120223,"1,0","1,001",23.02.2012 0:00:00
3,20120224,"1,0","1,0",24.02.2012 0:00:00
3,20120225,"1,0","1,001",25.02.2012 0:00:00
3,20120226,"1,0","1,0",26.02.2012 0:00:00
3,20120227,"1,001","1,001",27.02.2012 0:00:00
3,20120228,"1,001","1,001",28.02.2012 0:00:00
3,20120229,"1,001","1,001",29.02.2012 0:00:00
3,20120301,"1,0","0,999",01.03.2012 0:00:00
3,20120302,"1,0","1,0",02.03.2012 0:00:00
3,20120303,"1,0","1,0",03.03.2012 0:00:00
3,20120304,"1,0","1,0",04.03.2012 0:00:00
3,20120305,"1,001","1,0",05.03.2012 0:00:00
3,20120306,"1,001","1,001",06.03.2012 0:00:00
3,20120307,"1,001","1,0",07.03.2012 0:00:00
3,20120308,"1,0","1,0",08.03.2012 0:00:00
3,20120309,"1,0","1,0",09.03.2012 0:00:00
3,20120310,"1,0","1,001",10.03.2012 0:00:00
3,20120311,"1,0","1,0",11.03.2012 0:00:00
3,20120312,"1,001","1,001",12.03.2012 0:00:00
3,20120313,"1,001","1,0",13.03.2012 0:00:00
3,20120314,"1,001","1,001",14.03.2012 0:00:00
3,20120315,"1,0","0,999",15.03.2012 0:00:00
3,20120316,"1,0","1,0",16.03.2012 0:00:00
3,20120317,"1,0","1,0",17.03.2012 0:00:00
3,20120318,"1,0","1,0",18.03.2012 0:00:00
3,20120319,"1,001","1,0",19.03.2012 0:00:00
3,20120320,"1,001","1,001",20.03.2012 0:00:00
3,20120321,"1,001","1,0",21.03.2012 0:00:00
3,20120322,"1,0","1,001",22.03.2012 0:00:00
3,20120323,"1,0","1,0",23.03.2012 0:00:00
3,20120324,"1,0","1,001",24.03.2012 0:00:00
3,20120325,"1,0","0,999",25.03.2012 0:00:00
3,20120326,"1,0","1,001",26.03.2012 0:00:00
3,20120327,"1,0","1,0",27.03.2012 0:00:00
3,20120328,"1,0","1,001",28.03.2012 0:00:00
3,20120329,"1,0","1,0",29.03.2012 0:00:00
3,20120330,"1,0","1,001",30.03.2012 0:00:00
3,20120331,"1,0","1,0",31.03.2012 0:00:00
3,20120401,"1,0","1,001",01.04.2012 0:00:00
3,20120402,"1,001","1,0",02.04.2012 0:00:00
3,20120403,"1,001","1,002",03.04.2012 0:00:00
3,20120404,"1,001","1,0",04.04.2012 0:00:00
3,20120405,"1,0","1,001",05.04.2012 0:00:00
3,20120406,"1,0","1,0",06.04.2012 0:00:00
3,20120407,"1,0","1,001",07.04.2012 0:00:00
3,20120408,"1,0","1,0",08.04.2012 0:00:00
3,20120409,"1,0","1,001",09.04.2012 0:00:00
3,20120410,"1,0","1,0",10.04.2012 0:00:00
3,20120411,"1,0","1,001",11.04.2012 0:00:00
3,20120412,"1,0","1,0",12.04.2012 0:00:00
3,20120413,"1,0","1,0",13.04.2012 0:00:00
3,20120414,"1,0","1,0",14.04.2012 0:00:00
3,20120415,"1,0","1,0",15.04.2012 0:00:00
3,20120416,"1,0","1,0",16.04.2012 0:00:00
3,20120417,"1,0","1,001",17.04.2012 0:00:00
3,20120418,"1,0","1,0",18.04.2012 0:00:00
3,20120419,"1,0","1,001",19.04.2012 0:00:00
3,20120420,"1,0","0,999",20.04.2012 0:00:00
3,20120421,"1,0","1,001",21.04.2012 0:00:00
3,20120422,"1,0","1,0",22.04.2012 0:00:00
3,20120423,"1,0","1,001",23.04.2012 0:00:00
3,20120424,"1,0","1,0",24.04.2012 0:00:00
3,20120425,"1,0","1,001",25.04.2012 0:00:00
3,20120426,"1,0","1,0",26.04.2012 0:00:00
3,20120427,"1,0","1,0",27.04.2012 0:00:00
3,20120428,"1,0","1,0",28.04.2012 0:00:00
3,20120429,"1,0","1,001",29.04.2012 0:00:00
3,20120430,"0,999","0,999",30.04.2012 0:00:00
3,20120501,"0,999","1,0",01.05.2012 0:00:00
3,20120502,"0,999","0,999",02.05.2012 0:00:00
3,20120503,"1,0","1,0",03.05.2012 0:00:00
3,20120504,"1,0","1,0",04.05.2012 0:00:00
3,20120505,"1,0","1,0",05.05.2012 0:00:00
3,20120506,"1,0","1,0",06.05.2012 0:00:00
3,20120507,"1,001","1,001",07.05.2012 0:00:00
3,20120508,"1,001","1,001",08.05.2012 0:00:00
